User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size
1721,1180,Sweater,Gucci,Men's Fashion,18,4.810402,Red,M
1507,1127,Dress,Adidas,Men's Fashion,55,3.520752,Blue,M
2614,1151,Dress,Zara,Men's Fashion,31,2.035022,Blue,XL
1516,1160,T-shirt,Nike,Men's Fashion,29,0.073415,Blue,L
2381,1116,T-shirt,H&M,Men's Fashion,120,0.831189,Red,M
2160,900,T-shirt,Adidas,Men's Fashion,10,4.51425,Red,XL
1876,919,Shoes,Zara,Men's Fashion,107,3.947926,Blue,M
1523,976,T-shirt,Gucci,Men's Fashion,102,4.305177,Yellow,S
2459,1140,Shoes,H&M,Men's Fashion,23,3.842436,White,XL
1944,863,T-shirt,Gucci,Men's Fashion,84,3.576024,Yellow,M
2682,1054,Jeans,Zara,Men's Fashion,63,3.705393,White,M
1266,1085,Sweater,Nike,Men's Fashion,94,2.770232,Black,L
2613,825,Shoes,Nike,Men's Fashion,26,0.334442,Black,XL
2577,853,Sweater,Zara,Men's Fashion,84,1.113209,Yellow,L
2382,1069,Sweater,Nike,Men's Fashion,72,4.541996,White,M
1205,1024,Dress,Adidas,Men's Fashion,35,0.054769,Red,XL
1885,982,T-shirt,Nike,Men's Fashion,14,2.427604,Red,L
1711,882,Dress,Nike,Men's Fashion,114,0.781124,Blue,L
2659,1015,Jeans,Gucci,Men's Fashion,79,4.438739,Red,L
2535,1182,Dress,H&M,Men's Fashion,111,2.495028,Black,M
1641,845,Sweater,Adidas,Men's Fashion,100,3.482368,White,XL
2069,1041,Jeans,Gucci,Men's Fashion,111,0.882495,Yellow,L
2977,908,Shoes,Adidas,Men's Fashion,18,1.18228,White,S
2028,924,Sweater,Nike,Men's Fashion,82,0.229106,Yellow,XL
2714,1000,Shoes,Gucci,Men's Fashion,79,2.821227,Red,S
2452,900,Shoes,Adidas,Men's Fashion,31,3.436345,Blue,S
1031,986,Jeans,Gucci,Men's Fashion,59,3.201593,Blue,XL
1918,999,Jeans,Adidas,Men's Fashion,52,4.732463,Red,S
1646,892,Jeans,Adidas,Men's Fashion,99,3.777272,White,XL
2972,915,Dress,Adidas,Men's Fashion,48,2.812425,Yellow,XL
