User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size
2762,1076,T-shirt,Zara,Men's Fashion,63,4.116667,Yellow,M
1825,902,Sweater,Zara,Men's Fashion,46,3.518887,Black,S
2485,1010,Jeans,Nike,Men's Fashion,43,4.993408,White,S
2140,1109,Shoes,Zara,Men's Fashion,113,1.547401,Yellow,S
1560,1182,T-shirt,Gucci,Men's Fashion,71,1.109057,Blue,L
2689,827,Dress,Zara,Men's Fashion,70,2.730687,Black,M
2918,899,Sweater,Nike,Men's Fashion,89,2.681051,Red,S
1750,868,T-shirt,Adidas,Men's Fashion,91,3.475934,Red,M
1056,1192,Sweater,Nike,Men's Fashion,58,1.930178,Yellow,XL
2310,1143,Dress,Zara,Men's Fashion,102,4.185315,Yellow,L
2878,853,Jeans,Adidas,Men's Fashion,113,2.963697,Blue,L
2891,926,Sweater,H&M,Men's Fashion,120,3.909351,Yellow,M
1087,1112,Sweater,H&M,Men's Fashion,91,0.500094,Yellow,L
2253,858,Dress,Nike,Men's Fashion,21,1.136976,Yellow,L
1671,912,Dress,Zara,Men's Fashion,77,2.495263,Red,XL
2922,979,Shoes,Nike,Men's Fashion,109,0.938289,Black,XL
2475,819,Sweater,Zara,Men's Fashion,115,2.174546,White,M
1179,932,Jeans,Zara,Men's Fashion,35,3.572692,Blue,L
2941,895,Sweater,Adidas,Men's Fashion,16,3.214981,White,L
1568,966,Sweater,Nike,Men's Fashion,87,4.65048,Black,L
2805,1079,Jeans,Gucci,Men's Fashion,84,4.842562,Yellow,M
2257,1101,Shoes,Zara,Men's Fashion,89,1.962167,White,M
2027,1036,Dress,Gucci,Men's Fashion,19,0.026349,Black,L
2978,1039,Shoes,Zara,Men's Fashion,76,4.599024,Yellow,S
2714,1196,Shoes,Gucci,Men's Fashion,65,4.113976,Red,S
1233,837,Jeans,Adidas,Men's Fashion,57,3.16292,White,S
2634,968,Dress,H&M,Men's Fashion,17,0.816764,Black,XL
2233,811,Jeans,Nike,Men's Fashion,50,0.967453,Yellow,XL
1936,1112,T-shirt,H&M,Men's Fashion,50,4.619616,Yellow,M
1186,1146,Dress,Adidas,Men's Fashion,19,3.636456,Red,L
