product_id,product_name,brand,category,base_price,discount_percent,final_price,quantity_sold,revenue,season,sale_year,sale_month,is_promotional_period,source_file
10100,Blouse,Zara,Men's Fashion,53.0,16.87949483386447,44.05386773805183,1,44.05386773805183,Winter,2024,1,True,kaggle_shopping
10201,Sweater,H&M,Men's Fashion,64.0,21.038958325399427,50.53506667174437,1,50.53506667174437,Winter,2024,1,True,kaggle_shopping
10302,Jeans,Uniqlo,Men's Fashion,73.0,20.98210850025211,57.683060794815965,1,57.683060794815965,Spring,2024,3,True,kaggle_shopping
10403,Sandals,New Balance,Footwear,90.0,24.67361871916924,67.79374315274768,1,67.79374315274768,Spring,2024,3,True,kaggle_shopping
10504,Blouse,Uniqlo,Men's Fashion,49.0,25.356172459643155,36.57547549477486,1,36.57547549477486,Spring,2024,3,True,kaggle_shopping
10605,Sneakers,Nike,Footwear,20.0,15.770782466612992,16.845843506677404,1,16.845843506677404,Summer,2024,8,True,kaggle_shopping
10706,Shirt,Uniqlo,Men's Fashion,85.0,21.68312279818197,66.56934562154532,1,66.56934562154532,Fall,2024,9,True,kaggle_shopping
10807,Shorts,H&M,Men's Fashion,34.0,22.15667276416356,26.466731260184392,1,26.466731260184392,Winter,2024,1,True,kaggle_shopping
10908,Coat,Canada Goose,Women's Fashion,97.0,19.752459065749647,77.84011470622283,1,77.84011470622283,Summer,2024,8,True,kaggle_shopping
11009,Handbag,Kate Spade,Accessories,31.0,18.3202760253693,25.320714432135517,1,25.320714432135517,Spring,2024,3,True,kaggle_shopping
11110,Shoes,New Balance,Footwear,34.0,29.363848197349704,24.016291612901103,1,24.016291612901103,Fall,2024,9,True,kaggle_shopping
11211,Shorts,H&M,Men's Fashion,68.0,18.009742168212018,55.75337532561583,1,55.75337532561583,Winter,2024,1,True,kaggle_shopping
11312,Coat,Columbia,Women's Fashion,72.0,24.63798514607095,54.26065069482892,1,54.26065069482892,Winter,2024,1,True,kaggle_shopping
11413,Dress,Uniqlo,Men's Fashion,51.0,29.573389440695482,35.91757138524531,1,35.91757138524531,Spring,2024,3,True,kaggle_shopping
11514,Coat,Columbia,Women's Fashion,53.0,19.313696915297726,42.7637406348922,1,42.7637406348922,Winter,2024,1,True,kaggle_shopping
11615,Skirt,Uniqlo,Men's Fashion,81.0,27.60832576443181,58.63725613081023,1,58.63725613081023,Winter,2024,1,True,kaggle_shopping
11716,Sunglasses,Coach,Accessories,36.0,29.484972976553216,25.38540972844084,1,25.38540972844084,Spring,2024,3,True,kaggle_shopping
11817,Dress,H&M,Men's Fashion,38.0,17.041120849811456,31.52437407707165,1,31.52437407707165,Winter,2024,1,True,kaggle_shopping
11918,Sweater,Forever 21,Men's Fashion,48.0,18.127815282649816,39.298648664328084,1,39.298648664328084,Summer,2024,8,True,kaggle_shopping
12019,Pants,Uniqlo,Men's Fashion,90.0,16.169513250273646,75.44743807475372,1,75.44743807475372,Summer,2024,8,True,kaggle_shopping
12120,Pants,Forever 21,Men's Fashion,51.0,21.57022783810925,39.99918380256428,1,39.99918380256428,Winter,2024,1,True,kaggle_shopping
