User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size
2289,825,Shoes,Nike,Men's Fashion,41,4.860828,Red,XL
2330,1099,Dress,Adidas,Men's Fashion,109,3.23116,White,L
1397,1068,T-shirt,H&M,Men's Fashion,113,3.126127,Red,XL
2604,1072,Jeans,Zara,Men's Fashion,72,0.212559,Black,S
2938,1157,Shoes,Nike,Men's Fashion,84,2.118042,Blue,XL
1898,849,Jeans,Adidas,Men's Fashion,12,4.242177,White,M
2122,1007,T-shirt,Adidas,Men's Fashion,35,1.150011,Blue,M
2007,1165,Jeans,Gucci,Men's Fashion,69,3.839163,White,L
1982,1179,Dress,Zara,Men's Fashion,60,1.6721,Red,S
1730,1128,Sweater,H&M,Men's Fashion,81,0.64055,Black,XL
2211,990,Jeans,Zara,Men's Fashion,101,4.687613,Blue,XL
2774,998,Jeans,Nike,Men's Fashion,87,1.637894,Blue,L
2546,960,Shoes,Nike,Men's Fashion,55,3.520813,Black,M
1735,962,Dress,H&M,Men's Fashion,61,4.45248,Blue,L
1089,1148,T-shirt,H&M,Men's Fashion,17,0.82494,Yellow,S
1777,988,Jeans,Zara,Men's Fashion,47,4.630669,Red,S
1837,921,T-shirt,Zara,Men's Fashion,115,3.688478,White,XL
1384,1149,Shoes,Adidas,Men's Fashion,45,1.159183,Black,S
2720,1060,T-shirt,Adidas,Men's Fashion,112,4.554319,Black,L
2816,892,Dress,Adidas,Men's Fashion,64,2.682344,Red,S
1231,1136,Jeans,H&M,Men's Fashion,92,3.895972,White,M
1898,984,Shoes,Nike,Men's Fashion,65,2.969001,Blue,M
2839,995,Sweater,Nike,Men's Fashion,18,2.004878,Red,XL
1301,1021,Shoes,Zara,Men's Fashion,97,3.122199,Blue,XL
2223,998,Jeans,Gucci,Men's Fashion,75,3.181516,Red,M
1037,815,Jeans,Gucci,Men's Fashion,110,4.600275,Yellow,S
1204,1175,Jeans,Zara,Men's Fashion,66,1.926996,Black,L
1173,859,Jeans,Gucci,Men's Fashion,45,3.807786,Black,M
1542,851,Shoes,Gucci,Men's Fashion,100,3.217174,Red,L
2203,1119,T-shirt,Gucci,Men's Fashion,48,0.564683,Black,XL
