User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size
2557,1048,Jeans,Zara,Men's Fashion,58,2.082433,Black,M
2957,903,Shoes,Gucci,Men's Fashion,84,1.202474,Yellow,L
2188,1110,Jeans,H&M,Men's Fashion,15,0.659955,Red,S
2570,994,Jeans,Adidas,Men's Fashion,97,2.141239,White,M
1957,992,T-shirt,Nike,Men's Fashion,113,2.315705,Black,XL
1717,944,Shoes,Zara,Men's Fashion,48,3.290505,Yellow,S
2377,1093,Jeans,Gucci,Men's Fashion,22,3.881971,Yellow,L
2922,1074,Dress,Adidas,Men's Fashion,45,3.742059,Black,XL
2358,1021,T-shirt,Nike,Men's Fashion,89,2.451799,Blue,M
2039,1081,T-shirt,Gucci,Men's Fashion,18,3.517473,Yellow,M
1370,1176,Sweater,Adidas,Men's Fashion,75,3.872157,Black,S
2945,858,Dress,Nike,Men's Fashion,11,2.163826,Red,XL
2774,1000,T-shirt,Adidas,Men's Fashion,61,1.747847,Blue,M
2715,922,Jeans,Gucci,Men's Fashion,66,1.605473,Black,M
1641,1186,T-shirt,Adidas,Men's Fashion,39,0.05946,Black,M
2763,966,Jeans,H&M,Men's Fashion,105,2.104918,Red,XL
2588,845,Sweater,H&M,Men's Fashion,59,0.104933,Blue,M
1890,1113,Jeans,H&M,Men's Fashion,111,2.203993,Red,M
2413,1151,Shoes,Adidas,Men's Fashion,99,3.765788,Blue,S
2271,961,Shoes,H&M,Men's Fashion,74,2.427297,Yellow,M
2966,995,Sweater,Nike,Men's Fashion,37,4.833018,Blue,S
2840,1063,Sweater,Adidas,Men's Fashion,101,3.213218,Black,M
2819,1143,T-shirt,Nike,Men's Fashion,22,0.081281,Yellow,S
2784,829,Shoes,Adidas,Men's Fashion,119,3.705131,White,L
2688,1055,Jeans,H&M,Men's Fashion,92,2.559074,Blue,XL
2553,1199,Sweater,H&M,Men's Fashion,80,3.226798,Blue,XL
2183,1183,T-shirt,Zara,Men's Fashion,45,2.872622,Black,M
2135,1107,T-shirt,Adidas,Men's Fashion,16,3.998989,Blue,S
2556,959,T-shirt,H&M,Men's Fashion,93,0.493091,Blue,S
2002,1156,Jeans,H&M,Men's Fashion,86,2.754727,Black,S
