User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size
1595,919,Dress,H&M,Men's Fashion,58,4.34628,Black,M
2571,1137,T-shirt,Gucci,Men's Fashion,78,1.837177,Yellow,S
2318,957,T-shirt,Adidas,Men's Fashion,114,3.339671,White,M
2317,1083,Sweater,Zara,Men's Fashion,73,0.396889,Black,M
2210,1115,Jeans,Gucci,Men's Fashion,13,0.326382,White,L
1841,897,Sweater,Nike,Men's Fashion,32,2.558558,Blue,M
2564,992,Jeans,Nike,Men's Fashion,26,4.087909,Red,L
2603,904,Sweater,H&M,Men's Fashion,87,1.623868,Black,XL
2777,1178,Dress,Zara,Men's Fashion,56,0.949874,Red,L
1843,898,Shoes,Gucci,Men's Fashion,91,4.831549,Blue,L
2591,983,Sweater,Zara,Men's Fashion,46,4.789431,Red,XL
2480,1125,Sweater,H&M,Men's Fashion,62,1.205532,Black,L
2953,931,Jeans,Gucci,Men's Fashion,22,1.67823,White,XL
1808,960,Dress,Zara,Men's Fashion,60,4.218092,White,M
1344,820,Sweater,Nike,Men's Fashion,75,4.667376,Yellow,M
2698,863,T-shirt,H&M,Men's Fashion,21,3.736096,Yellow,XL
2678,957,Dress,H&M,Men's Fashion,59,1.121799,Red,L
2811,943,Sweater,Nike,Men's Fashion,19,2.487972,Blue,L
2354,800,T-shirt,Nike,Men's Fashion,47,1.636795,Black,L
2684,809,Dress,Adidas,Men's Fashion,75,4.064323,Black,M
2765,1001,T-shirt,H&M,Men's Fashion,61,2.840786,Yellow,XL
1899,1032,Shoes,H&M,Men's Fashion,81,4.246023,Red,XL
1504,1020,T-shirt,Nike,Men's Fashion,58,3.864704,Red,XL
1221,1012,Shoes,Gucci,Men's Fashion,20,2.653627,Blue,S
1661,913,Jeans,Adidas,Men's Fashion,11,3.442958,Red,L
1473,1171,Shoes,Zara,Men's Fashion,81,0.868477,Black,M
1728,1143,Dress,Nike,Men's Fashion,36,1.177548,Black,S
2377,965,Jeans,H&M,Men's Fashion,116,4.287522,Yellow,L
2697,940,Shoes,H&M,Men's Fashion,57,1.523899,Black,S
1073,1136,Sweater,Nike,Men's Fashion,89,4.369091,Black,S
