User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size
61,83,Shoes,H&M,Men's Fashion,39,2.822377,Black,S
202,49,Jeans,Zara,Men's Fashion,98,3.072295,Blue,S
268,21,Dress,Nike,Men's Fashion,96,1.10419,Yellow,M
147,196,Jeans,Adidas,Men's Fashion,77,2.26279,Red,S
249,156,Sweater,Nike,Men's Fashion,40,0.41765,Blue,XL
31,3,T-shirt,Nike,Men's Fashion,25,2.585514,Red,M
141,161,Dress,Gucci,Men's Fashion,52,4.106838,Blue,L
229,174,Dress,Adidas,Men's Fashion,18,1.107272,White,XL
169,55,Shoes,Gucci,Men's Fashion,76,1.284795,White,L
12,134,Sweater,Zara,Men's Fashion,34,1.262418,Red,S
132,160,Sweater,Nike,Men's Fashion,116,4.262991,Red,S
300,98,T-shirt,Zara,Men's Fashion,110,2.13503,Yellow,M
242,64,T-shirt,Gucci,Men's Fashion,33,2.563369,Yellow,XL
217,14,T-shirt,Nike,Men's Fashion,115,1.299565,Blue,L
152,82,Shoes,Gucci,Men's Fashion,102,3.449152,Blue,L
188,196,Dress,Nike,Men's Fashion,51,2.120704,Blue,L
182,8,Dress,Nike,Men's Fashion,16,4.419996,Blue,M
263,87,Sweater,Adidas,Men's Fashion,44,0.596409,Yellow,S
81,86,Jeans,Gucci,Men's Fashion,26,4.76302,Red,S
41,30,Dress,H&M,Men's Fashion,33,2.786803,White,L
263,93,Sweater,Nike,Men's Fashion,68,3.860098,Blue,XL
193,8,Shoes,Zara,Men's Fashion,78,4.356315,Blue,XL
285,17,Shoes,Gucci,Men's Fashion,15,3.435973,Red,M
125,44,Dress,Zara,Men's Fashion,101,3.003864,White,L
215,134,Shoes,Nike,Men's Fashion,69,0.632023,Yellow,XL
70,161,Sweater,H&M,Men's Fashion,67,3.424482,White,S
114,147,Sweater,Gucci,Men's Fashion,109,0.774971,Black,XL
276,159,Dress,H&M,Men's Fashion,79,2.861916,White,L
241,37,Sweater,H&M,Men's Fashion,105,0.838763,Yellow,L
217,65,Dress,Adidas,Men's Fashion,107,1.267641,Black,XL
