User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size
2603,1144,T-shirt,Gucci,Men's Fashion,71,3.729132,Blue,XL
2412,1019,T-shirt,Nike,Men's Fashion,17,0.94066,White,L
1235,1052,T-shirt,Nike,Men's Fashion,97,2.9708,Red,L
1292,1090,Sweater,H&M,Men's Fashion,49,2.811034,Yellow,M
2049,1006,Dress,Zara,Men's Fashion,35,1.754878,Red,M
2437,1096,Dress,Adidas,Men's Fashion,31,2.678941,Blue,M
2698,830,Shoes,Nike,Men's Fashion,10,0.093851,Yellow,M
2241,926,Sweater,Gucci,Men's Fashion,15,2.259068,Black,L
1587,952,Dress,H&M,Men's Fashion,37,2.021173,Yellow,M
2794,998,T-shirt,Gucci,Men's Fashion,120,2.490831,Blue,L
1683,801,Shoes,Zara,Men's Fashion,107,3.551614,Blue,L
2982,1002,T-shirt,Nike,Men's Fashion,16,2.63621,White,XL
2058,1001,Sweater,Gucci,Men's Fashion,31,2.318463,White,XL
1407,879,Sweater,Adidas,Men's Fashion,86,0.51752,Red,M
1102,1015,Shoes,Gucci,Men's Fashion,70,3.903843,Black,L
1644,867,Dress,Gucci,Men's Fashion,49,4.453665,Black,S
1290,964,Jeans,H&M,Men's Fashion,49,0.913147,Yellow,XL
2318,1147,Sweater,H&M,Men's Fashion,40,4.331567,Yellow,M
2611,913,T-shirt,Zara,Men's Fashion,113,2.989386,Black,M
1073,1172,Sweater,Gucci,Men's Fashion,88,4.554624,Blue,S
2847,1133,Shoes,Zara,Men's Fashion,20,2.73165,White,M
2499,966,T-shirt,Nike,Men's Fashion,111,2.605515,Red,L
2320,867,Jeans,H&M,Men's Fashion,61,3.323716,Yellow,XL
2204,1002,Jeans,Gucci,Men's Fashion,11,3.607215,White,XL
1250,825,T-shirt,H&M,Men's Fashion,23,3.488715,Red,XL
1382,940,Sweater,Gucci,Men's Fashion,116,1.852907,White,S
1185,810,T-shirt,Adidas,Men's Fashion,93,4.917404,Black,S
2992,983,Dress,H&M,Men's Fashion,106,4.233517,Black,M
1994,967,Shoes,H&M,Men's Fashion,21,0.948956,Yellow,L
2938,1064,Sweater,Adidas,Men's Fashion,87,3.986306,Yellow,L
