User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size
1467,840,Shoes,Adidas,Men's Fashion,46,0.65536,Blue,S
2712,1085,Sweater,Adidas,Men's Fashion,78,4.266163,Blue,S
2301,1022,Shoes,Gucci,Men's Fashion,34,2.602423,Blue,XL
1004,811,Shoes,Adidas,Men's Fashion,80,2.792878,White,S
2334,1124,Sweater,Gucci,Men's Fashion,38,3.096221,Red,S
2855,1134,Dress,Adidas,Men's Fashion,76,4.136832,Yellow,M
1344,937,Dress,H&M,Men's Fashion,60,4.482019,White,XL
2084,1157,Sweater,Nike,Men's Fashion,78,4.63521,Red,M
1382,808,Jeans,H&M,Men's Fashion,104,1.643118,White,XL
2704,1028,T-shirt,Adidas,Men's Fashion,59,0.346686,Black,S
1163,1010,Jeans,Zara,Men's Fashion,108,2.467818,Yellow,XL
1173,1155,T-shirt,Zara,Men's Fashion,10,1.609269,Red,S
1663,1054,Jeans,Zara,Men's Fashion,102,2.49591,Red,XL
2701,839,T-shirt,H&M,Men's Fashion,80,0.932988,Yellow,S
2660,824,Dress,H&M,Men's Fashion,81,2.661338,Black,S
1441,955,Dress,Nike,Men's Fashion,61,3.304212,Yellow,S
1539,1014,Shoes,Zara,Men's Fashion,18,2.040377,White,L
1468,800,Shoes,Gucci,Men's Fashion,100,4.394131,Black,XL
2338,1175,Sweater,Adidas,Men's Fashion,75,0.820266,Blue,S
1648,996,Shoes,Zara,Men's Fashion,25,1.573758,Yellow,S
1878,924,Shoes,Zara,Men's Fashion,10,1.282433,White,M
2773,993,T-shirt,Nike,Men's Fashion,38,0.75963,White,M
2428,1164,Sweater,H&M,Men's Fashion,87,3.220742,Yellow,XL
2703,1103,Jeans,Nike,Men's Fashion,113,1.826485,Blue,S
2722,1100,T-shirt,H&M,Men's Fashion,115,4.508714,White,XL
1552,1106,Sweater,Nike,Men's Fashion,39,1.018564,Blue,XL
1814,1200,Shoes,Adidas,Men's Fashion,29,4.277581,Black,XL
1640,1148,Sweater,Nike,Men's Fashion,51,4.843174,Black,M
2374,1101,T-shirt,H&M,Men's Fashion,56,2.38238,Blue,S
2253,910,Jeans,Gucci,Men's Fashion,27,3.220315,Red,M
