User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size
2942,999,Jeans,Adidas,Men's Fashion,34,4.049894,Yellow,M
1363,879,Dress,Adidas,Men's Fashion,71,4.580416,Black,S
1347,1079,Dress,Nike,Men's Fashion,100,3.314966,Yellow,S
1623,1010,Shoes,Adidas,Men's Fashion,89,0.307424,Yellow,XL
1912,957,Dress,Adidas,Men's Fashion,12,1.086143,Blue,S
1681,961,T-shirt,Gucci,Men's Fashion,119,1.208985,Black,L
1563,936,T-shirt,H&M,Men's Fashion,10,0.097039,Yellow,XL
1293,1057,Sweater,Nike,Men's Fashion,68,2.912389,Red,M
2640,1005,Shoes,H&M,Men's Fashion,97,4.170504,Blue,M
1013,1041,Shoes,Gucci,Men's Fashion,36,1.896276,Blue,XL
2872,1083,Dress,Nike,Men's Fashion,98,2.935428,Blue,XL
2993,811,Shoes,Gucci,Men's Fashion,98,4.569644,Blue,S
1464,1076,Shoes,Adidas,Men's Fashion,53,3.723253,Red,L
1624,1184,Shoes,Adidas,Men's Fashion,48,1.774934,White,M
2038,869,Dress,Gucci,Men's Fashion,94,3.158773,White,XL
1102,1180,T-shirt,Gucci,Men's Fashion,105,0.014736,Red,XL
1338,1051,Jeans,H&M,Men's Fashion,37,3.146411,Black,L
2902,884,Jeans,Gucci,Men's Fashion,37,1.925165,White,S
1108,955,Shoes,Zara,Men's Fashion,21,3.2854,White,S
2452,998,Dress,Zara,Men's Fashion,34,0.102664,White,S
2133,1086,Jeans,Nike,Men's Fashion,77,1.895397,Blue,XL
2359,1011,T-shirt,Gucci,Men's Fashion,27,1.173384,Black,M
1181,1179,Sweater,Nike,Men's Fashion,10,3.380623,Black,S
1867,1155,Jeans,Zara,Men's Fashion,42,4.576638,Red,S
1804,1082,T-shirt,Zara,Men's Fashion,88,3.016913,Black,L
1725,834,Dress,Adidas,Men's Fashion,25,1.591931,Black,L
2256,973,Dress,Zara,Men's Fashion,67,3.615005,Black,XL
2136,852,Sweater,Nike,Men's Fashion,98,3.366639,Black,XL
1536,1165,Sweater,Zara,Men's Fashion,19,2.234803,Black,S
1933,1127,Sweater,Nike,Men's Fashion,106,4.834705,Blue,M
