User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size
2158,915,T-shirt,Nike,Men's Fashion,69,1.902536,Red,M
1311,1166,T-shirt,Adidas,Men's Fashion,79,3.481303,Black,XL
2257,1024,Jeans,Nike,Men's Fashion,66,2.128452,Yellow,M
2990,1102,Dress,H&M,Men's Fashion,17,2.026656,White,XL
1224,945,Shoes,Zara,Men's Fashion,119,0.859968,White,M
2326,935,T-shirt,Nike,Men's Fashion,45,0.061865,White,L
1678,960,Shoes,Zara,Men's Fashion,31,0.025613,White,L
1756,867,T-shirt,Nike,Men's Fashion,66,3.847347,Yellow,XL
2939,914,Shoes,Adidas,Men's Fashion,66,2.965958,Blue,S
1308,975,Sweater,Gucci,Men's Fashion,65,4.802195,White,XL
2595,1191,Shoes,Gucci,Men's Fashion,19,3.776037,Black,L
1391,1042,T-shirt,Adidas,Men's Fashion,36,1.812959,White,S
2483,902,Jeans,H&M,Men's Fashion,19,2.968198,Red,XL
2522,817,Dress,Gucci,Men's Fashion,102,4.059837,Red,XL
1781,1093,Sweater,Nike,Men's Fashion,49,2.811696,Yellow,S
2179,1186,Dress,Adidas,Men's Fashion,113,1.981108,Red,XL
2659,1078,T-shirt,Adidas,Men's Fashion,99,3.457126,White,L
1874,1039,Dress,Nike,Men's Fashion,78,4.86104,Yellow,M
1716,1113,T-shirt,Adidas,Men's Fashion,82,3.573594,Red,XL
2772,1121,Shoes,H&M,Men's Fashion,31,4.84105,Blue,S
1366,880,Dress,Zara,Men's Fashion,94,1.288165,White,S
2434,988,T-shirt,Nike,Men's Fashion,66,4.417856,Blue,L
2547,883,Shoes,Zara,Men's Fashion,117,0.186244,Blue,M
1250,1160,T-shirt,Adidas,Men's Fashion,11,3.990922,Blue,S
1649,878,Jeans,Adidas,Men's Fashion,97,0.515886,Black,L
2314,867,Jeans,Nike,Men's Fashion,96,4.609837,Yellow,L
2870,897,Sweater,Gucci,Men's Fashion,110,3.692209,Blue,L
1023,832,Sweater,Zara,Men's Fashion,40,0.667544,Yellow,S
1750,944,Jeans,H&M,Men's Fashion,84,3.604376,Blue,L
2224,872,Jeans,Nike,Men's Fashion,19,3.351848,Blue,XL
