User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size
2514,858,Shoes,H&M,Men's Fashion,68,4.889409,Black,XL
2493,1048,Jeans,H&M,Men's Fashion,118,4.093593,White,XL
1873,989,Shoes,Nike,Men's Fashion,99,0.411939,White,S
2369,1157,T-shirt,H&M,Men's Fashion,74,4.328697,Blue,XL
2462,930,Shoes,Zara,Men's Fashion,118,4.380956,White,XL
2714,879,Dress,Adidas,Men's Fashion,87,1.131623,Yellow,S
2171,1101,Sweater,Zara,Men's Fashion,47,4.082858,Red,M
1387,929,Sweater,Gucci,Men's Fashion,106,4.790225,White,M
2986,865,T-shirt,Gucci,Men's Fashion,63,1.646432,Black,XL
1055,1017,Jeans,H&M,Men's Fashion,41,3.992728,White,XL
2027,1061,T-shirt,Nike,Men's Fashion,27,2.179618,White,S
1373,1015,Jeans,Nike,Men's Fashion,47,1.767114,Yellow,L
2185,1181,Shoes,Nike,Men's Fashion,40,4.422749,Blue,S
1324,845,Jeans,Gucci,Men's Fashion,38,3.394323,Black,S
2674,991,Dress,Gucci,Men's Fashion,60,1.126732,Red,L
2914,1118,Sweater,Nike,Men's Fashion,90,2.577102,Yellow,L
2617,966,Sweater,Adidas,Men's Fashion,93,3.685104,Red,L
2300,993,T-shirt,H&M,Men's Fashion,106,3.932813,Yellow,L
2440,889,T-shirt,Adidas,Men's Fashion,105,3.515639,Yellow,M
1818,848,Sweater,Gucci,Men's Fashion,115,4.951295,Yellow,M
2127,949,Dress,H&M,Men's Fashion,23,4.085331,Black,L
2216,1140,Dress,Gucci,Men's Fashion,56,0.79655,White,XL
1577,1106,Jeans,Zara,Men's Fashion,120,1.381269,Black,S
2026,1192,Shoes,Nike,Men's Fashion,93,4.254329,White,M
2656,1075,T-shirt,Gucci,Men's Fashion,67,3.821154,Black,L
2987,1119,Dress,Gucci,Men's Fashion,15,0.764503,White,XL
1291,1139,T-shirt,Gucci,Men's Fashion,31,1.705166,Yellow,S
2081,1033,Jeans,H&M,Men's Fashion,99,4.562446,Yellow,L
1117,1104,T-shirt,Gucci,Men's Fashion,52,4.924561,Black,L
2046,852,Dress,H&M,Men's Fashion,34,4.67301,White,L
