User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size
2273,1020,Shoes,Gucci,Men's Fashion,117,3.950954,Blue,M
1662,1035,T-shirt,Zara,Men's Fashion,32,3.173756,Red,XL
1681,1092,Sweater,Nike,Men's Fashion,33,2.396815,Yellow,L
1287,1125,Sweater,H&M,Men's Fashion,99,2.047263,Yellow,L
2864,880,Dress,Gucci,Men's Fashion,78,1.920864,Black,XL
1733,1097,Shoes,Gucci,Men's Fashion,116,2.23133,Yellow,M
1107,890,Jeans,Zara,Men's Fashion,59,0.650283,Red,S
1943,841,Dress,Gucci,Men's Fashion,21,1.098149,Black,S
2498,810,T-shirt,Nike,Men's Fashion,105,1.809618,Blue,XL
2909,1094,T-shirt,H&M,Men's Fashion,70,3.576343,Blue,XL
2265,956,Shoes,H&M,Men's Fashion,108,1.354008,Black,S
1287,848,Shoes,Zara,Men's Fashion,36,1.189876,White,S
1630,1143,Dress,H&M,Men's Fashion,82,1.367766,Red,XL
2241,1028,Sweater,Nike,Men's Fashion,85,1.718896,Red,L
2651,1068,Shoes,Nike,Men's Fashion,70,2.251566,White,M
1949,1072,T-shirt,H&M,Men's Fashion,87,3.400274,Black,L
1343,1008,Dress,Gucci,Men's Fashion,101,1.214142,Red,M
2530,975,Sweater,Nike,Men's Fashion,40,2.612046,Red,M
2853,1180,Sweater,Adidas,Men's Fashion,36,3.497139,White,M
1474,813,Sweater,H&M,Men's Fashion,101,2.055249,Blue,S
2039,969,Shoes,Nike,Men's Fashion,91,3.545171,White,L
2911,890,Dress,Zara,Men's Fashion,100,0.64868,Blue,S
2814,841,Jeans,Adidas,Men's Fashion,19,0.135281,Black,S
1035,927,Jeans,H&M,Men's Fashion,92,3.982729,Red,XL
1299,1157,Dress,Zara,Men's Fashion,27,1.594764,Blue,S
2555,1011,Dress,H&M,Men's Fashion,12,3.474195,White,XL
2073,836,Sweater,Nike,Men's Fashion,66,2.635282,Black,L
2261,922,Dress,Zara,Men's Fashion,99,1.36864,Blue,XL
1890,1199,T-shirt,Gucci,Men's Fashion,65,3.357963,Black,L
2144,1121,Shoes,H&M,Men's Fashion,26,4.029327,Blue,XL
